sentence,entities,entities_spans,label
"Heinonen T, Black D. ATORVASTATIN MONOTHERAPY and combition therapy in the treatment of SEVERE HYPERCHOLESTEROLEMIA","[('SEVERE HYPERCHOLESTEROLEMIA', 'DISE'), ('ATORVASTATIN MONOTHERAPY', 'DRUG')]","[(90, 124, 'DISE'), (21, 45, 'DRUG')]",2
Diets rich in (poly)phenols are associated with a reduced reduction in the incidence of cardiovascular disorders.,"[('Diets rich in (poly)phenols', 'FOOD'), ('cardiovascular disorders', 'DISE')]","[(0, 27, 'FOOD'), (88, 112, 'DISE')]",2
Methylphenidate (Ritalin)-associated cataract and glaucoma.,"[('Methylphenidate', 'DRUG'), ('cataract', 'DISE')]","[(0, 15, 'DRUG'), (37, 45, 'DISE')]",1
"1  Jannet D, Carbonne B, Sebban E, Milliez JNICARDIPINE versus metoprolol in the treatment of HYPERTENSION during pregncy: a randomized comparative trial.","[('HYPERTENSION', 'DISE'), ('NICARDIPINE', 'DRUG')]","[(94, 106, 'DISE'), (44, 55, 'DRUG')]",2
Oral dabigatran etexilate vs. SUBCUTANEOUS ENOXAPARIN for the prevention of VENOUS THROMBOEMBOLISM after total knee replacement: the RE MODEL randomized trial.,"[('VENOUS THROMBOEMBOLISM', 'DISE'), ('SUBCUTANEOUS ENOXAPARIN', 'DRUG')]","[(76, 98, 'DISE'), (30, 53, 'DRUG')]",2
Painful neutrophilic skin lesions were observed in two children receiving granulocyte colony-stimulating factor (G-CSF) for treatment of idiopathic neutropenia.,"[('G-CSF', 'DRUG'), ('Painful', 'DISE')]","[(113, 118, 'DRUG'), (0, 7, 'DISE')]",1
"Evidence: • Treatment failure occurs in 9% of patients despite compliance with therapy, incomplete response occurs in 13% of treated patients, and DRUG TOXICITY that is sufficiently severe to cause premature discontinuation of MEDICATION occurs in 13% of patients ( 3 ;  152 ;  156.","[('DRUG TOXICITY', 'DISE'), ('MEDICATION', 'SYMP')]","[(147, 160, 'DISE'), (227, 237, 'SYMP')]",1
"Included are infections caused by the pathogenic organism  RICKETTSIA RICKETTSII , which causes ROCKY MOUNTAIN SPOTTED FEVER","[('ROCKY MOUNTAIN SPOTTED FEVER', 'DISE'), ('RICKETTSIA RICKETTSII', 'SYMP')]","[(96, 124, 'DISE'), (59, 80, 'SYMP')]",1
Q Fever  Treatment of Q FEVER endocarditis   +    caused by  COXIELLA BURNETII ; used in conjunction with doxycycline.,"[('Q FEVER', 'DISE'), ('COXIELLA BURNETII', 'SYMP')]","[(22, 29, 'DISE'), (61, 78, 'SYMP')]",1
"For example, carcinogenesis in the bronchial epithelium starts with normal epithelium and progresses through HYPERPLASIA, metaplasia, dysplasia, and CARCINOMA IN SITU to invasive squamous cell cancer","[('HYPERPLASIA', 'DISE'), ('CARCINOMA IN SITU', 'DRUG')]","[(109, 120, 'DISE'), (149, 166, 'DRUG')]",0
Comments: • There are many different types of STAPHYLOCOCCAL INFECTIONS that may be associated with NONMENSTRUAL STAPH TSS and thus strategies to prevent cases are difficult at best.,"[('STAPHYLOCOCCAL INFECTIONS', 'DISE'), ('NONMENSTRUAL STAPH TSS', 'DRUG')]","[(46, 71, 'DISE'), (100, 122, 'DRUG')]",0
"The most frequent reasons for iatrogenic incapacity to drive are unreported or untreated cases of alcohol and drug abuse, medication which impairs driving competence, and sleep-apnea syndrome.","[('alcohol', 'FOOD'), ('drug abuse', 'DISE')]","[(98, 105, 'FOOD'), (110, 120, 'DISE')]",0
NICKEL ALLERGY is manifested as contact allergic eczema elicited by DELAYED TYPE HYPERSENSITIVITY the reaction being mediated by T lymphocytes.,"[('DELAYED TYPE HYPERSENSITIVITY', 'DISE'), ('NICKEL ALLERGY', 'SYMP')]","[(68, 97, 'DISE'), (0, 13, 'SYMP')]",1
B  Specific recommendation: • Use the chest x ray in conjunction with or after TUBERCULIN SKIN TESTING to screen for TB in specific patient populations.,"[('TB', 'DISE'), ('TUBERCULIN SKIN TESTING', 'DRUG')]","[(117, 119, 'DISE'), (79, 102, 'DRUG')]",0
"Intravenous haloperidol is generally well tolerated, but multiform ventricular tachycardia has been reported.","[('haloperidol', 'DRUG'), ('multiform ventricular tachycardia', 'DISE')]","[(12, 23, 'DRUG'), (57, 90, 'DISE')]",1
"INTRODUCTION: Although gefitinib used for the treatment of non-small-cell lung cancer is a well-known cause of interstitial lung disease (ILD), few case reports on erlotinib-induced ILD have been issued.","[('gefitinib', 'DRUG'), ('interstitial lung disease', 'DISE')]","[(23, 32, 'DRUG'), (111, 136, 'DISE')]",1
DIABETES INSIPIDUS may develop if less VASOPRESSIN is released because the hypothalamus is compressed.,"[('DIABETES INSIPIDUS', 'DISE'), ('VASOPRESSIN', 'SYMP')]","[(0, 18, 'DISE'), (39, 50, 'SYMP')]",1
"However, radiotherapy alone could not resolve the problem of PATHOLOGICAL FRACTURE which is an important complication of SPIL METASTASES","[('PATHOLOGICAL FRACTURE', 'DISE'), ('SPIL METASTASES', 'SYMP')]","[(61, 81, 'DISE'), (121, 138, 'SYMP')]",1
131  Individuals with ACUTE TYPHOID INFECTION and those who are chronic typhoid carriers should  not  receive TYPHOID VACCINE,"[('ACUTE TYPHOID INFECTION', 'DISE'), ('TYPHOID VACCINE', 'DRUG')]","[(22, 45, 'DISE'), (110, 133, 'DRUG')]",0
These data support the hypothesis concerning a pathogenetic role of IFN in the development of ALLERGY of the immediate type HYPERSENSITIVITY,"[('ALLERGY', 'DISE'), ('HYPERSENSITIVITY', 'DRUG')]","[(94, 101, 'DISE'), (124, 148, 'DRUG')]",0
"In association with this tocolysis, urinary calculus of magnesium ammonium phosphate occurred at 34 weeks gestation.","[('magnesium ammonium phosphate', 'DRUG'), ('urinary calculus', 'DISE')]","[(56, 84, 'DRUG'), (36, 52, 'DISE')]",1
Risperidone withdrawal-related respiratory dyskinesia: a case diagnosed by spirography and fibroscopy.,"[('Risperidone', 'DRUG'), ('respiratory dyskinesia', 'DISE')]","[(0, 11, 'DRUG'), (31, 53, 'DISE')]",1
">     Other Seizure Etiologies  IM or IV:  For SEIZURES associated with EPILEPSY glomerulonephritis, or hypothyroidism: Usually, 1 g.","[('SEIZURES', 'DISE'), ('EPILEPSY', 'DRUG')]","[(47, 55, 'DISE'), (72, 80, 'DRUG')]",0
"Many viral pathogens of fish (e.g. infectious salmon anaemia, viral haemorrhagic septicaemia) and shrimp (e.g. white spot syndrome virus) affect a large proportion of the global production of key susceptible species.","[('infectious salmon anaemia', 'DISE'), ('shrimp', 'FOOD')]","[(35, 60, 'DISE'), (98, 104, 'FOOD')]",0
"Altertively, the disease may resemble INFECTIOUS MONONUCLEOSIS with FEVER, pharyngitis, hepatosplenomegaly, and adenopathy","[('FEVER', 'DISE'), ('INFECTIOUS MONONUCLEOSIS', 'SYMP')]","[(70, 75, 'DISE'), (40, 64, 'SYMP')]",1
Treatment of ARTERIAL HYPERTENSION in severe HYPERTENSIVE ENCEPHALOPATHY does not always result in clinical improvement in the patient's central nervous system.,"[('ARTERIAL HYPERTENSION', 'DISE'), ('HYPERTENSIVE ENCEPHALOPATHY', 'SYMP')]","[(13, 33, 'DISE'), (45, 71, 'SYMP')]",1
CONCLUSION: Significant ocular complications such as an irreversible decrease of visual acuity may develop in patients treated with pegylated interferon.,"[('pegylated interferon', 'DRUG'), ('ocular complications', 'DISE')]","[(132, 152, 'DRUG'), (24, 44, 'DISE')]",1
CONCLUSION: Atovaquone should be added to the list of agents causing vortex keratopathy involving the corneal epithelium.,"[('Atovaquone', 'DRUG'), ('vortex keratopathy', 'DISE')]","[(12, 22, 'DRUG'), (69, 87, 'DISE')]",1
APRAXIA may be accompanied by a LANGUAGE DISORDER called aphasia.,"[('APRAXIA', 'DISE'), ('LANGUAGE DISORDER', 'DRUG')]","[(0, 7, 'DISE'), (32, 49, 'DRUG')]",0
"This report describes a case of flucytosine-associated ulcerating enteritis in which the small bowel x-ray demonstrated severe luminal narrowing, ulceration, and marked separation of loops of bowel.","[('flucytosine', 'DRUG'), ('severe luminal narrowing', 'DISE')]","[(32, 43, 'DRUG'), (120, 144, 'DISE')]",1
We report the occurrence of renal failure due to cholesterol crystal embolization following thrombolytic therapy with intravenous recombinant tissue-type plasminogen activator (t-PA).,"[('t-PA', 'DRUG'), ('cholesterol crystal embolization', 'DISE')]","[(177, 181, 'DRUG'), (49, 81, 'DISE')]",1
Current models of the role of HUMAN IMMUNODEFICIENCY VIRUS (HIV) in the pathogenesis of ACQUIRED IMMUNE DEFICIENCY SYNDROME (AIDS) are idequate and inconsistent with the literature.,"[('ACQUIRED IMMUNE DEFICIENCY SYNDROME', 'DISE'), ('HUMAN IMMUNODEFICIENCY VIRUS (HIV)', 'SYMP')]","[(88, 123, 'DISE'), (30, 64, 'SYMP')]",1
"The decreasing mortality rates from cerebrovascular disease are thought to reflect the increases in animal foods, milk, and dairy products and consequently in saturated fatty acids and calcium, together with a decrease in salt intake which may have led to a decrease in blood pressure.","[('cerebrovascular disease', 'DISE'), ('salt', 'FOOD')]","[(36, 59, 'DISE'), (222, 226, 'FOOD')]",1
"Manns MP, McHutchison JG, Gordon SC et al. Peginterferon alfa 2b plus ribavirin compared with interferon alfa 2b plus RIBAVIRIN for initial treatment of CHRONIC HEPATITIS C: a randomised trial.","[('CHRONIC HEPATITIS C', 'DISE'), ('RIBAVIRIN', 'DRUG')]","[(153, 172, 'DISE'), (118, 127, 'DRUG')]",2
"The types of malnutrition caused by DEFICIENCY and the most frequently encountered in the developing countries are PROTEIN CALORIE MALNUTRITION avitaminoses, and mineral and iron deficiencies.","[('PROTEIN CALORIE MALNUTRITION', 'DISE'), ('DEFICIENCY', 'DRUG')]","[(115, 143, 'DISE'), (36, 46, 'DRUG')]",0
L-asparaginase-provoked seizures as singular expression of central nervous toxicity.,"[('L-asparaginase', 'DRUG'), ('central nervous toxicity', 'DISE')]","[(0, 14, 'DRUG'), (59, 83, 'DISE')]",1
"However, in 75% of the dogs with CUSHING'S SYNDROME EXOGENOUS DEXAMETHASONE was cleared completely in the 3 hour test.","[(""CUSHING'S SYNDROME"", 'DISE'), ('EXOGENOUS DEXAMETHASONE', 'DRUG')]","[(33, 51, 'DISE'), (52, 75, 'DRUG')]",0
"OPIPRAMOL should not be taken with alcohol, or in patients with benign prostatic hyperplasia or GLAUCOMA.","[('GLAUCOMA', 'DISE'), ('OPIPRAMOL', 'DRUG')]","[(96, 104, 'DISE'), (0, 9, 'DRUG')]",0
"1]  Livelli FD Jr, Johnson RA, McEny MT, Sherman E, Newell J, BLOCK PC et al. Unexplained in hospital FEVER following cardiac surgery.","[('FEVER', 'DISE'), ('BLOCK PC', 'SYMP')]","[(104, 109, 'DISE'), (64, 72, 'SYMP')]",0
Diffuse alveolar hemorrhage after leflunomide therapy in a patient with rheumatoid arthritis.,"[('leflunomide', 'DRUG'), ('Diffuse alveolar hemorrhage', 'DISE')]","[(34, 45, 'DRUG'), (0, 27, 'DISE')]",1
"In this article, we present the case of a vitiligo patient who was admitted to our facility with an intense burn after the topical use of 8-methoxypsoralen solution as a suntanning agent.","[('8-methoxypsoralen', 'DRUG'), ('intense burn', 'DISE')]","[(138, 155, 'DRUG'), (100, 112, 'DISE')]",1
We report two patients with anhedonic ejaculation (ejaculation without orgasm) associated with initiation of treatment with desipramine.,"[('desipramine', 'DRUG'), ('ejaculation without orgasm', 'DISE')]","[(124, 135, 'DRUG'), (51, 77, 'DISE')]",1
"In conclusion, it was observed that vitamin A enhanced the development of AMYLOID ARTHROPATHY and there were positive associations between AMYLOIDOSIS increased levels of serum amyloid A and increased numbers of tissue infiltrating macrophages.","[('AMYLOID ARTHROPATHY', 'DISE'), ('AMYLOIDOSIS', 'DRUG')]","[(74, 93, 'DISE'), (139, 150, 'DRUG')]",0
C]  Specific recommendation: • Inform patients that many different systemic symptoms may herald the onset of RECURRENT TTP such as: ◊ Weakness ◊ CONFUSION ◊ Severe headaches ◊ Gastrointestil symptoms ◊ Chest pain ◊ Dyspnea ◊ Bruising or excessive bleeding.,"[('CONFUSION', 'DISE'), ('RECURRENT TTP', 'SYMP')]","[(145, 154, 'DISE'), (109, 122, 'SYMP')]",1
The possible development of a drug-induced vasculitis or lupus-like syndrome should be added to the list of rare toxic effects of vancomycin.,"[('vancomycin', 'DRUG'), ('lupus-like syndrome', 'DISE')]","[(130, 140, 'DRUG'), (57, 76, 'DISE')]",1
"A few recent individual case reports have suggested that a myasthenic syndrome may be associated with statin treatment, but this association is not well described.","[('statin', 'DRUG'), ('myasthenic syndrome', 'DISE')]","[(102, 108, 'DRUG'), (59, 78, 'DISE')]",1
"The associations of egg consumption with total, coronary heart disease (CHD), and stroke mortality are poorly understood.","[('egg consumption', 'FOOD'), ('coronary heart disease', 'DISE')]","[(20, 35, 'FOOD'), (48, 70, 'DISE')]",0
FLUOROQUINOLONES have been shown since 1998 to cause IRREVERSIBLE PERIPHERAL NEUROPATHY,"[('IRREVERSIBLE PERIPHERAL NEUROPATHY', 'DISE'), ('FLUOROQUINOLONES', 'SYMP')]","[(53, 87, 'DISE'), (0, 16, 'SYMP')]",1
Children receiving zonisamide should be monitored for oligohidrosis and the development of neurological symptoms associated with an elevation of body temperature.,"[('zonisamide', 'DRUG'), ('neurological symptoms', 'DISE')]","[(19, 29, 'DRUG'), (91, 112, 'DISE')]",1
"We describe a patient with transitional cell carcinoma of the renal pelvis who developed respiratory dysfunction and an abnormal chest x-ray with diffuse interstitial opacities while on chemotherapy with piritrexim, a methotrexate analog.","[('piritrexim', 'DRUG'), ('respiratory dysfunction', 'DISE')]","[(204, 214, 'DRUG'), (89, 112, 'DISE')]",1
Erythropoiesis of two patients in the early stage of acute leukaemia and two patients with REFRACTORY AEMIA and HYPERCELLULAR BONE MARROW (preleukaemia?) was studied with the cytophotometric-autoradiographic method,"[('HYPERCELLULAR BONE MARROW', 'DISE'), ('REFRACTORY AEMIA', 'DRUG')]","[(114, 139, 'DISE'), (91, 109, 'DRUG')]",0
Acne exacerbation may occur in the early weeks of treatment  Slow onset of clinical improvement; TAZAROTENE gel and cream formulations are available in 0.05% concentration to treat PSORIASIS,"[('PSORIASIS', 'DISE'), ('TAZAROTENE', 'DRUG')]","[(181, 197, 'DISE'), (97, 107, 'DRUG')]",2
"Exacerbation of 5-FU dermatologic toxicities in patients with preexisting conditions suggests the importance of aggressive ocular prophylaxis, using frequent ocular lubrication and topical steroid preparations with concurrent medical management of pre-existing dermatologic conditions.","[('5-FU', 'DRUG'), ('dermatologic toxicities', 'DISE')]","[(16, 20, 'DRUG'), (21, 44, 'DISE')]",1
CASE SUMMARY: A 58-year-old white woman developed fulminant liver failure while being treated with the macrolide antibiotic clarithromycin for pneumonia.,"[('clarithromycin', 'DRUG'), ('fulminant liver failure', 'DISE')]","[(124, 138, 'DRUG'), (50, 73, 'DISE')]",1
Consensus statement on GENERALIZED ANXIETY DISORDER from the Intertiol Consensus Group on Depression and ANXIETY,"[('ANXIETY', 'DISE'), ('GENERALIZED ANXIETY DISORDER', 'DRUG')]","[(35, 42, 'DISE'), (23, 51, 'DRUG')]",0
"Like OSTEOPOROSIS, osteopenia occurs more frequently in post-menopausal women as a result of the loss of ESTROGEN.","[('OSTEOPOROSIS', 'DISE'), ('ESTROGEN', 'SYMP')]","[(5, 17, 'DISE'), (105, 113, 'SYMP')]",1
"Hence, hyperthyroidism induced by IFN-alpha could correspond to the first phase of silent thyroiditis, to Graves' disease or to the succession of both.","[('IFN-alpha', 'DRUG'), ('hyperthyroidism', 'DISE')]","[(34, 43, 'DRUG'), (7, 22, 'DISE')]",1
"The patient was compatible with HCAO, characterized by high bone mass, bone thickening and BONE PAIN with normal LAMELAR BONE","[('LAMELAR BONE', 'DISE'), ('BONE PAIN', 'DRUG')]","[(113, 132, 'DISE'), (91, 100, 'DRUG')]",0
These observations indicate that submassive hepatic necrosis may result from treatment with propylthiouracil and are consistent with the notion that sensitization mechanisms may be responsible for the hepatic injury induced by this drug.,"[('propylthiouracil', 'DRUG'), ('submassive hepatic necrosis', 'DISE')]","[(92, 108, 'DRUG'), (33, 60, 'DISE')]",1
Electrical proarrhythmia with procainamide: a new ICD-drug interaction.,"[('procainamide', 'DRUG'), ('Electrical proarrhythmia', 'DISE')]","[(30, 42, 'DRUG'), (0, 24, 'DISE')]",1
"The sensitivity of the IHS criteria for migraine could be increased by reducing the minimum duration of migraine and by allowing the diagnosis of MIGRAINE when severe headache is associated with USEA, even though the criteria of location, quality, and aggravation by physical activity are not fulfilled","[('USEA', 'DISE'), ('MIGRAINE', 'DRUG')]","[(195, 201, 'DISE'), (146, 154, 'DRUG')]",0
"Supplementation with vitamin E (one study, n 516), ginkgo biloba (one study, n 482) or Fortasyn Connect (one study, n 311) had no significant effect on progression from MCI to dementia and/or AD.","[('ginkgo biloba', 'FOOD'), ('MCI', 'DISE')]","[(51, 64, 'FOOD'), (169, 172, 'DISE')]",0
FRONTOTEMPORAL DEMENTIA and PARKINSONISM linked to chromosome 17 (FTDP 17) is a congenital degenerative disease of the central nervous system.,"[('PARKINSONISM', 'DISE'), ('FRONTOTEMPORAL DEMENTIA', 'DRUG')]","[(28, 40, 'DISE'), (0, 23, 'DRUG')]",0
Evidence: • A review article indicates that PRIMARY VARICELLA INFECTION of the mother before 23 weeks causes CONGENITAL VARICELLA SYNDROME in up to 2% of cases.,"[('CONGENITAL VARICELLA SYNDROME', 'DISE'), ('PRIMARY VARICELLA INFECTION', 'SYMP')]","[(109, 138, 'DISE'), (44, 71, 'SYMP')]",1
"Krown SE, Bundow B, Gansbacher W et al. Interferon α (IFN Α) PLUS ZIDOVUDINE (ZDV) IN AIDS associated Kaposi's SARCOMA (AIDS/KS): an ongoing phase I trial.","[('SARCOMA (AIDS/KS)', 'DISE'), ('(IFN Α) PLUS ZIDOVUDINE (ZDV) IN AIDS', 'SYMP')]","[(111, 128, 'DISE'), (53, 90, 'SYMP')]",0
Inhalation of beryllium dusts generated during milling of ores and cutting of beryl containing gemstones is associated with development of BERYLLIUM SENSITIZATION and low prevalence of CHRONIC BERYLLIUM DISEASE (CBD.,"[('BERYLLIUM SENSITIZATION', 'DISE'), ('CHRONIC BERYLLIUM DISEASE', 'DRUG')]","[(139, 162, 'DISE'), (185, 210, 'DRUG')]",0
"The pattern of eczema can help to distinguish endogenous (dyshidrosis, ATOPY) causes from exogenous (contact irritant and ALLERGIC DERMATITIS) and the common differential diagnoses (psoriasis, fungus infections.","[('ALLERGIC DERMATITIS', 'DISE'), ('ATOPY', 'DRUG')]","[(122, 141, 'DISE'), (71, 76, 'DRUG')]",0
"As above, ZAFIRLUKAST is effective for treatment of BRONCHIAL ASTHMA which is attributed to its peptide leukotriene antagonistic action.","[('BRONCHIAL ASTHMA', 'DISE'), ('ZAFIRLUKAST', 'DRUG')]","[(52, 68, 'DISE'), (10, 21, 'DRUG')]",2
Arrhythmias and cardiac arrest have been reported during amphotericin B administration but no effective technique has been described to prevent them.,"[('amphotericin B', 'DRUG'), ('Arrhythmias', 'DISE')]","[(57, 71, 'DRUG'), (0, 11, 'DISE')]",1
"This is the first description, to our knowledge, of ductopenia apparently caused by clindamycin.","[('clindamycin', 'DRUG'), ('ductopenia', 'DISE')]","[(84, 95, 'DRUG'), (52, 62, 'DISE')]",1
Esophageal trichomoniasis has been rarely reported in chickens.,"[('Esophageal trichomoniasis', 'DISE'), ('chickens', 'FOOD')]","[(0, 25, 'DISE'), (54, 62, 'FOOD')]",0
Severe loss of vision after removal of cataract caused by intravitreal triamcinolone in combination with photodynamic therapy for exudative age-related macular degeneration.,"[('triamcinolone', 'DRUG'), ('cataract', 'DISE')]","[(71, 84, 'DRUG'), (39, 47, 'DISE')]",1
